0,1,2,3,4,5,6,7,8,9,10,11,12
0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,-0.51004,0.52364,-0.49773,0.33309,0.032833,0.17554,0.06388,0.06461,0.038315,0.023138,0.1139,0.01802
0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0.18351,0.59409,-0.21099,0.41393,-0.082978,0.24728,0.028819,0.4126,0.20616,0.18673,0.053253,0.055126
0,0.20058,0.73288,-0.26074,0.41439,-0.12676,0.30639,0.11157,0.43601,0.17303,0.17495,0.052088,0.06072
0,0.21752,0.76523,-0.065291,0.36713,0.014733,0.34822,0.17829,0.40273,0.20723,0.15228,0.060702,0.050632
0,-0.05513,0.61437,-0.22046,0.12365,-0.091666,0.1908,0.15,0.29599,0.16185,0.13577,0.028629,0.05456
0,0.15518,0.6479,0.020694,0.36162,0.1071,0.23939,0.16164,0.34715,0.17084,0.1426,0.015475,0.049224
0,0.12564,0.73198,-0.069071,0.18761,-0.011245,0.32247,0.19379,0.39934,0.15248,0.15403,0.030302,0.05239
0,0.1305,0.70878,-0.27924,0.1179,-0.13477,0.21117,0.13937,0.41767,0.19558,0.1208,0.017488,0.037074
0,0.2688,0.61483,0.038788,0.29348,0.02732,0.2911,0.20353,0.38696,0.1925,0.15818,0.057805,0.061853
0,0.14108,0.50296,-0.052554,0.29453,0.048909,0.22136,0.093458,0.33305,0.14033,0.09128,-0.0065493,0.064059
0,0.20729,0.63749,-0.1397,-0.0094951,-0.13474,0.14607,0.1184,0.3414,0.18724,0.135,0.049745,0.059335
0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,-0.36427,0.42834,-0.37962,0.10377,0.026757,0.12809,0.17712,0.1462,0.038963,0.069496,-0.014355,0.054815
0,0.051314,0.0034372,-0.31449,-0.0513,0.13345,0.1844,0.17826,0.098566,0.017319,0.097087,0.041788,0.063807
0,-0.36045,0.3417,-0.41236,-0.00083534,0.12062,0.13726,0.18758,0.13371,-0.0037808,0.062349,0.0015332,0.073729
0,-0.35322,0.36982,-0.22613,0.18957,0.049793,0.12863,0.15155,0.15001,0.053955,0.055994,0.028867,0.074609
0,-0.32464,0.32896,-0.119,0.070903,0.12411,0.067421,0.16377,0.19173,0.090167,0.064333,0.02932,0.053281
0,-0.40047,0.30787,-0.13836,0.10508,0.10525,0.13222,0.15993,0.1776,-0.0028411,0.08356,0.083145,0.065121
0,-0.15283,0.21073,-0.44169,-0.048103,0.11925,0.15401,0.20602,0.1469,0.011404,0.084664,0.0058773,0.05704
0,0.036539,0.48706,-0.08993,0.16561,0.10863,0.18971,0.24738,0.18932,0.12261,0.16072,0.093087,0.1002
0,-0.29723,0.43645,-0.42613,0.12804,0.10051,0.16122,0.19313,0.13265,0.0064496,0.083365,0.014031,0.080534
0,0.070216,0.26139,-0.17007,0.024775,0.22579,0.22298,0.12937,0.13328,0.067022,0.14111,0.089241,0.07355
0,-0.35602,0.32337,-0.059652,0.11429,0.03568,0.11635,0.12561,0.14576,0.062711,0.073599,0.045945,0.051777
0,-0.33027,0.013256,-0.39371,0.039892,0.17021,0.041367,0.10225,0.11756,-0.039895,0.060173,0.0073434,0.057562
0,-0.287,0.29487,-0.30212,0.083506,0.15949,0.11917,0.15475,0.18464,0.00033276,0.058865,0.064275,0.053135
0,-0.15405,0.065306,0.034982,0.1215,-0.083648,0.28851,0.040135,0.041075,0.029383,0.0056815,0.049869,0.02873
0,-0.095491,0.1482,0.263,0.34453,-0.058569,0.26565,0.11825,0.14986,0.042593,0.0081737,-0.02921,0.05493
0,0.3437,0.39963,-0.082767,0.098871,0.017392,0.18687,0.094367,0.12248,-0.0097357,0.049835,0.0064601,0.038455
0,-0.13007,0.61018,-0.13149,0.39936,-0.038641,0.28775,0.16525,0.23796,0.044144,0.10453,0.0075719,0.047947
0,0.30579,0.20368,-0.45318,-0.019011,0.17787,0.53143,0.18512,0.11321,-0.034641,0.064264,0.064031,0.078314
0,0.0055067,0.42953,-0.28114,0.55456,0.22241,0.42869,0.058076,0.17897,-0.056231,0.16102,0.16369,0.15152
0,0.037705,0.56114,-0.19836,0.27667,-0.029248,0.41158,0.15369,0.29059,0.01356,0.16482,0.0072161,0.095498
0,-0.013071,0.5241,-0.54905,0.33958,-0.11323,0.40561,0.082584,0.24785,-0.023023,0.12758,0.040194,0.10989
0,-0.18161,0.44351,-0.19445,0.25292,-0.011294,0.2635,0.039268,0.19711,-0.014278,0.11547,-0.010778,0.088737
0,-0.1868,0.40421,-0.14024,0.40741,-0.062586,0.18532,-0.011164,0.30885,-0.043829,0.10751,0.014937,0.058229
0,0.11348,0.35493,-0.15511,0.29538,-0.019279,0.23582,0.1357,0.151,0.0053361,0.087886,0.050232,0.071772
0,-0.12048,0.42846,-0.097547,0.38808,-0.045323,0.1301,0.073991,0.22926,0.0085198,0.12124,0.037189,0.097644
0,0.12328,0.20505,0.060306,0.18851,0.045753,0.070734,0.12773,0.13236,0.114,0.13906,0.091334,0.025876
0,-0.11496,0.09389,-0.31776,0.25993,0.069193,0.16187,0.16351,0.078905,0.0097596,0.037151,0.064405,0.03493
0,0.26049,0.30901,0.038375,0.24238,0.062349,0.27631,0.14716,0.25417,0.10273,0.09352,0.056037,0.10334
0,-0.17225,0.42264,-0.25956,0.19956,-0.15646,0.27797,0.04213,0.33227,0.027145,0.091213,-0.014351,0.084009
0,0.064975,0.45244,-0.2735,0.044933,-0.060284,0.27773,0.21384,0.19844,-0.022298,0.17739,-0.049104,0.063002
0,0.35582,0.42472,-0.0013268,0.1013,0.024476,0.18326,0.25115,0.23609,0.023912,0.06216,0.063636,0.035849
0,0.53362,0.53744,0.1684,0.15741,0.1252,0.32344,0.24478,0.18568,0.038916,0.12541,0.035029,0.035578
0,-0.076473,0.57299,-0.15818,0.16722,-0.044135,0.23027,0.21692,0.23681,0.032889,0.20838,-0.050033,0.074417
0,-0.0083306,0.42202,-0.4346,-0.024688,-0.17824,0.20579,0.25193,0.2071,0.094359,0.074037,0.060939,0.066253
0,-0.00058509,0.69891,-0.061042,0.2531,0.022815,0.32743,0.25005,0.32513,0.015789,0.16143,-0.048392,0.051088
0,-0.1861,0.81081,-0.17561,0.31263,0.026595,0.22775,0.21685,0.25417,0.019131,0.14325,-0.023705,0.084476
0,0.24001,0.69015,0.032937,0.1797,0.14793,0.30816,0.30869,0.27474,0.090704,0.15516,-0.0032055,0.079341
0,-0.12262,0.6305,-0.23509,0.13484,-0.0037512,0.23761,0.13167,0.31417,-0.016184,0.10495,-0.021347,0.056468
0,0.37639,0.57881,-0.1442,-0.054105,-0.11355,0.31733,0.2489,0.2762,0.061767,0.14822,0.013984,0.059364
0,0.30009,0.62886,-0.063069,0.28062,0.0060539,0.2104,0.15619,0.12337,0.10814,0.11229,0.0050854,0.039284
0,0.30935,0.70094,0.26796,0.41277,0.093182,0.32146,0.22973,0.26642,0.11474,0.17322,-0.007728,0.035664
0,0.078093,0.56818,0.11103,0.34356,0.13456,0.31207,0.18126,0.25186,0.024394,0.18058,0.058465,0.05234
0,-0.52126,0.16184,-0.11437,-0.044003,0.062275,0.020757,0.24573,0.11771,0.0046124,0.023677,0.046938,0.02617
0,-0.35344,0.29175,-0.057261,0.035795,0.18618,0.1087,0.18438,0.1239,0.10973,0.024745,0.07018,0.0062149
0,-0.47518,0.32056,-0.12238,0.014755,0.10974,0.055224,0.20696,0.17013,0.020487,-0.052828,0.10036,0.001095
0,-0.25187,0.25037,-0.12153,-0.090031,0.19769,0.081917,0.24501,0.1778,0.070026,-0.031636,0.09506,0.037614
0,-0.16363,0.35536,0.053325,0.089666,0.18107,0.10078,0.2486,0.13695,0.18482,0.050803,0.096376,0.0069687
0,-0.21739,0.35239,0.039725,0.17274,0.18443,0.10524,0.31644,0.20526,0.024591,0.040596,0.10603,0.0073463
0,-0.14576,0.34315,0.053717,0.12668,0.20192,0.047938,0.14804,0.1766,0.059533,0.0047741,0.074219,0.021237
0,0.23693,0.53052,0.27073,0.27149,0.33603,0.17092,0.27472,0.23952,0.14382,0.084111,0.10146,-0.0014908
0,-0.20095,0.34014,-0.031582,0.10987,0.17432,0.07264,0.27416,0.17834,0.037888,0.026728,0.098479,-0.0068802
0,0.23925,0.41386,0.26136,0.19077,0.27132,0.10489,0.23053,0.18521,0.16252,0.074704,0.16429,0.0033138
0,-0.27372,0.45361,0.020797,0.16435,0.23225,0.094204,0.20468,0.18762,0.086495,0.012234,0.08843,0.012622
0,0.16893,0.62575,0.2782,0.38746,0.36337,0.22711,0.30961,0.27678,0.16271,0.10385,0.12542,-0.0036416
0,-0.3881,0.075271,-0.094628,0.15139,0.030866,0.0022427,0.20497,0.15185,0.024009,0.014456,0.059588,0.0012786
0,-0.021457,0.44653,-0.085409,0.039442,0.0067833,0.056876,0.18735,0.17983,0.10958,0.034313,0.05032,0.0054025
0,-0.025485,0.32208,-0.19237,0.080104,-0.012286,0.099635,0.23736,0.15515,0.081404,0.029935,0.076093,0.0063394
0,0.16784,0.41116,0.16583,0.15281,0.053036,0.045319,0.12142,0.1183,0.1469,0.04235,0.076618,-0.060096
0,-0.091602,0.4423,-0.12,0.10731,0.016082,0.097922,0.12856,0.1096,0.1638,0.019084,0.081529,0.0038737
0,-0.096671,0.1964,-0.20995,-0.055772,0.052342,0.050176,0.17482,0.050424,0.12505,0.017087,0.084472,0.010859
0,-0.0040189,0.29329,-0.23981,-0.087068,-0.0011792,0.16606,0.17269,0.13785,0.10679,0.055031,0.077245,-0.017271
0,0.25237,0.45773,0.12301,0.062946,0.092446,0.033491,0.25157,0.12458,0.16472,0.033919,0.12793,-0.054383
