0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,3.7961,4.6303,5.2215,5.4075,5.4696,5.5862,5.7032,5.7094,5.8995,5.963,6.1563,6.2605,6.5485,6.6796,6.7883,6.9308,7.113,7.1881,7.2647,7.2631
0,6.2991,6.7103,7.6639,7.9275,8.2953,8.233,8.658,8.3473,8.5625,8.413,8.4712,8.5736,8.9892,9.1938,9.4711,9.4321,9.2327,9.5756,9.7064,9.1463
0,5.3206,6.0893,6.9869,6.5587,7.7874,7.3081,7.3632,6.9819,7.1208,7.142,7.2849,7.5266,7.8141,7.899,8.2316,8.2634,8.3437,8.7209,8.929,8.4932
0,5.0976,5.569,6.1942,6.1008,6.8022,6.8926,6.9596,6.9737,7.1289,7.1165,7.1436,7.3247,7.5181,7.6806,8.1431,8.2931,8.0087,8.1469,8.474,8.1301
0,4.6312,5.154,5.8338,5.788,6.536,6.5019,6.5869,6.4281,6.5825,6.6606,6.7759,7.1011,7.3857,7.587,7.8815,7.9485,8.0739,8.3371,8.3849,7.9834
0,5.3118,5.6598,6.0377,6.2153,6.5831,7.056,7.013,6.8685,7.0163,7.2779,7.4402,7.7463,8.1379,8.4101,8.5699,8.4458,8.1999,8.4131,8.615,8.1954
0,5.5339,5.997,6.517,6.4768,7.242,7.3213,7.6015,7.6221,7.7012,7.7003,7.6821,7.872,8.1712,8.3991,8.6546,8.5244,8.5196,8.9112,8.9699,8.3723
0,5.3641,5.76,6.2632,6.5406,7.1632,7.0131,7.1478,7.1295,7.2169,7.2933,7.3579,7.5856,7.842,7.9687,8.203,8.2324,8.0975,8.4151,8.687,8.3051
0,5.0604,5.7244,6.128,5.7408,6.5167,6.2532,6.6352,6.7908,7.0719,7.152,7.2492,7.4577,7.6826,7.795,7.982,7.7742,7.6002,7.8476,8.3569,8.1611
0,4.8581,5.2344,5.532,5.6329,6.0651,6.3735,6.5897,6.7614,6.833,6.956,7.0239,7.2535,7.5829,8.0006,8.4084,8.1182,7.8935,8.1566,8.3511,8.1547
0,4.0758,4.5764,4.7577,4.717,5.1868,5.1851,5.5397,5.72,5.9175,6.0609,6.1817,6.4379,6.6352,6.831,6.9807,7.0944,7.3525,7.5801,7.7416,7.4577
0,4.9879,5.5594,6.1515,6.1557,7.0315,6.9311,7.3614,7.6309,7.7765,7.7595,7.7229,8.0847,8.4238,8.4932,8.5025,8.1553,7.9873,8.4308,8.661,8.2351
0,4.7742,5.2606,5.6397,5.7961,6.4154,6.5334,6.5643,6.6177,6.6492,6.6461,6.7564,7.0885,7.4052,7.8536,8.2078,8.2237,8.4204,8.8306,8.8086,8.1433
0,5.324,5.7287,6.6257,6.5133,7.0144,7.4052,7.0224,6.9727,6.9662,7.0562,7.1847,7.3821,7.6294,7.7261,7.8209,7.7896,7.788,8.11,8.2326,8.005
0,6.4831,7.3163,8.4063,7.6762,8.6096,8.2816,8.3809,8.3347,8.1536,7.9657,7.8828,7.8657,8.0226,8.1658,8.2041,7.9966,7.933,8.1507,8.1252,7.9077
0,4.9696,5.7252,6.6418,6.533,7.2151,7.1193,7.2362,7.1845,7.2646,7.2639,7.1393,7.2174,7.551,7.691,7.6426,7.5936,7.509,7.669,7.6042,7.5108
0,4.0966,5.1853,5.8535,5.6276,5.9223,5.8939,5.9979,6.1903,6.1203,6.4095,6.5258,6.5998,6.7729,6.7455,6.7762,6.7439,6.8014,7.0373,7.028,6.9643
0,4.0346,4.8657,5.7579,5.831,6.4729,6.4945,6.5325,6.4593,6.4055,6.3522,6.3726,6.4743,6.7516,6.8877,6.9229,7.0571,7.1953,7.2938,7.3442,7.1783
0,5.5227,6.408,7.2452,7.0747,8.0188,7.6581,7.7535,7.6315,7.5541,7.4032,7.2912,7.3968,7.5525,7.6844,7.7335,7.7332,7.6843,7.6667,7.6586,7.6176
0,4.8474,5.6332,6.3405,6.33,6.9723,6.9151,6.9868,6.8869,6.9289,6.9884,6.9078,6.8725,7.2399,7.5917,7.773,7.7567,7.7495,7.7945,7.7709,7.5276
0,3.6621,4.4687,5.5506,5.0608,5.5602,5.5802,5.3297,5.5939,5.8367,6.04,6.0113,6.1008,6.3146,6.2925,6.2909,6.4096,6.4749,6.6963,6.8025,6.8185
0,5.5652,6.3955,7.4611,7.1073,7.6672,7.6777,7.5903,7.596,7.6573,7.5041,7.3469,7.2835,7.469,7.818,8.0935,7.8177,7.7082,7.9216,7.9038,7.7412
0,5.969,6.8484,7.7927,7.6778,8.5881,8.2822,8.2194,7.8625,7.7905,7.6287,7.6414,7.6966,7.6387,7.6921,7.673,7.6929,7.8217,7.8946,7.835,7.7836
0,5.1082,6.0808,6.8214,6.8137,7.4136,7.2338,7.3392,7.4024,7.3979,7.3427,7.3047,7.2593,7.3833,7.6109,7.7314,7.5712,7.4481,7.5693,7.4693,7.4007
0,6.5871,7.5323,8.5656,8.1565,9.0819,8.6129,8.3047,7.9656,7.7848,7.6629,7.6119,7.6127,7.872,8.1462,8.4877,8.5617,8.4318,8.4922,8.361,8.1969
0,5.3052,6.2584,6.9804,7.0577,7.5504,7.5886,7.6489,7.7411,7.7551,7.8118,7.6485,7.5536,7.7479,7.9164,7.9923,7.8775,7.7947,7.7814,7.6993,7.5803
0,5.1434,5.8577,6.7356,6.8024,7.2783,7.5963,7.7212,7.7115,7.6331,7.5609,7.5725,7.8226,8.0341,7.9667,7.9011,7.9829,8.1455,8.3746,8.3669,8.2584
0,4.0566,4.6037,5.5004,5.6253,5.8239,6.2044,6.573,6.8071,7.0416,7.1161,7.2841,7.6119,7.637,7.4952,7.4859,7.6564,7.9217,8.1608,8.2414,8.2373
0,4.1274,4.8824,5.7934,5.7021,6.1097,6.4833,6.7517,6.8066,6.7559,6.7254,6.8095,7.1404,7.643,7.5354,7.2631,7.3923,7.635,7.9963,8.1151,8.1834
0,4.0319,4.8223,5.7918,5.9434,6.5067,6.8153,6.7064,6.5848,6.4699,6.5134,6.6095,7.056,7.494,7.5044,7.4704,7.5703,7.8524,8.2378,8.2628,8.2608
0,5.1222,5.6614,6.7638,6.9095,7.4502,7.9538,7.9542,7.8891,7.7792,7.7786,7.8726,8.1761,8.3208,8.1974,8.1559,8.2432,8.5557,8.6982,8.8326,8.7622
0,3.9512,4.644,5.6624,5.815,6.3201,6.6844,6.6004,6.5327,6.4704,6.4634,6.51,6.8979,7.3282,7.4125,7.5113,7.6219,7.7178,7.9298,8.1196,8.1158
0,4.766,5.4941,6.5461,6.437,6.6809,7.0022,7.1894,7.3556,7.4273,7.5589,7.735,7.7407,7.7043,7.5925,7.6629,7.9054,8.0852,8.3206,8.3624,8.403
0,3.8119,4.6106,5.497,5.6864,5.9185,6.2506,6.3195,6.4199,6.4544,6.4777,6.5769,6.8108,7.0953,7.2097,7.3844,7.4842,7.5348,7.7214,7.8762,7.9588
0,4.3529,5.0852,6.1211,6.1892,6.5234,6.8356,6.814,6.7369,6.7507,6.6945,6.7594,7.0454,7.5664,7.9816,8.1466,8.1463,8.1904,8.4179,8.4333,8.3923
0,1.7306,2.4199,3.1691,3.4262,3.6641,4.0032,4.3389,4.4943,4.657,4.8775,4.9779,5.2083,5.542,5.7344,5.8793,6.031,6.1369,6.3613,6.5835,6.7316
0,4.4941,5.2143,6.2464,6.2811,6.6711,7.1203,7.2257,7.2079,7.1373,7.178,7.3091,7.5858,7.7229,7.56,7.3821,7.49,7.6791,7.9185,8.0308,8.1443
0,4.0257,4.7523,5.7261,5.8297,6.0274,6.3605,6.375,6.3982,6.4365,6.5179,6.5641,6.8064,7.2321,7.2362,7.1986,7.3865,7.5947,7.7992,7.9155,8.0187
0,4.8953,5.5405,6.4804,6.6185,6.7359,6.9676,6.9049,6.8945,6.8805,6.9372,7.0491,7.3628,7.8373,8.0037,7.8387,7.9963,8.3851,8.6615,8.657,8.6319
0,5.2292,5.7399,6.625,7.057,7.5902,7.6428,7.8022,7.8062,7.8455,7.8747,8.0407,8.1796,8.1354,8.2176,8.1032,8.179,8.3296,8.3097,8.239,7.9244
0,5.1579,5.6597,6.4084,6.6151,7.6324,7.435,7.7597,7.59,7.4658,7.3615,7.2131,7.2839,7.6561,8.1449,8.6487,8.988,9.0897,9.0286,8.9061,7.9684
0,4.8734,5.3847,5.9978,6.6007,7.2683,7.0928,7.3889,7.5364,7.5075,7.569,7.4908,7.5825,7.9184,8.3205,8.4327,8.3508,8.5485,8.6589,8.3311,7.5874
0,5.0458,5.5534,6.3171,6.687,7.5681,7.2737,7.5162,7.5863,7.5151,7.6099,7.6893,7.685,7.8122,8.0295,8.1603,8.2773,8.4977,8.589,8.3151,7.6839
0,4.5486,5.2185,5.8088,6.3926,7.0303,6.9114,7.0824,7.1664,6.8862,7.018,7.1352,6.8481,6.9867,7.3203,7.5607,7.9233,8.3882,8.5803,8.1464,7.4712
0,5.2723,5.8723,6.3687,7.1167,7.6038,7.656,7.9114,7.9177,7.5724,7.5573,7.5624,7.5841,7.9234,8.2085,8.4839,8.7614,9.0084,8.9911,8.5135,7.7572
0,4.8242,5.3019,5.7544,6.4467,6.8904,6.923,7.117,7.3176,7.0391,7.2671,7.3612,7.2846,7.598,8.0094,8.4427,8.8431,8.8802,8.7228,8.527,7.6991
0,5.0144,5.7739,6.1223,7.0163,7.2629,7.1841,7.5083,7.7772,7.4911,7.7072,7.5813,7.548,7.7637,8.0977,8.3663,8.7193,9.0019,8.8929,8.5943,7.7346
0,4.4103,4.8849,5.4054,6.149,6.5145,6.7438,6.838,6.8183,6.6726,6.8295,7.0189,7.1609,7.3365,7.6249,7.8963,8.107,8.3553,8.2807,8.1042,7.4158
0,5.5351,6.0349,7.0415,7.4876,7.775,7.8614,8.0128,7.9898,7.9464,8.204,8.1806,8.1705,8.1988,8.3125,8.4982,8.4512,8.3064,8.4267,8.6875,8.3208
0,4.4142,4.7858,5.794,6.3382,6.815,7.029,7.086,6.9612,7.0383,7.3327,7.4803,7.5183,7.6105,7.7996,7.9218,7.8113,7.7643,7.8597,8.0262,7.8209
0,4.9842,5.4483,6.301,6.9179,7.464,7.5712,7.5096,7.368,7.4552,7.6423,7.8418,8.0191,8.0983,8.1943,8.2073,8.1936,8.1395,8.3219,8.5638,8.3383
0,5.8422,6.2299,7.3125,7.6819,8.0401,8.0679,7.903,7.7853,7.7874,7.8979,7.9704,8.1774,8.4005,8.5872,8.7277,8.649,8.7152,8.8997,9.1593,8.8798
0,4.948,5.3205,6.2997,6.8169,7.2842,7.3801,7.3752,7.2028,7.3336,7.5727,7.6835,7.6848,7.7404,7.9813,8.3128,8.1685,8.1277,8.3858,8.5684,8.3382
0,5.7293,6.2318,7.1701,7.615,7.9884,8.0098,7.8593,7.6734,7.6193,7.7601,7.7717,8.0736,8.4926,8.8177,8.9962,9.0518,8.9866,8.935,9.3299,9.1128
0,4.7931,5.1738,6.119,6.8149,7.2851,7.2838,7.2439,7.1501,7.2367,7.4615,7.5832,7.7508,7.9878,8.2544,8.3036,8.1237,8.138,8.1344,8.4467,8.1989
0,5.6214,5.9979,6.8731,7.3589,7.887,8.0495,7.9922,7.9979,8.0638,8.1119,8.1034,8.1345,8.2034,8.2795,8.5263,8.5655,8.3754,8.5364,8.7632,8.4189
0,4.5635,4.8046,5.6205,6.2148,6.9759,7.3022,7.3534,7.4194,7.7184,7.8666,7.8339,7.689,7.5086,7.5911,7.7916,7.7201,7.6628,7.8668,8.138,7.9441
0,4.9216,5.3246,6.3044,6.8971,7.3187,7.4175,7.365,7.1884,7.2481,7.4692,7.6618,7.8417,7.8597,7.9466,8.0085,7.9622,7.8855,7.9136,8.2409,7.9902
0,5.0729,5.3322,6.1698,6.7774,7.4018,7.6978,7.8674,7.767,7.8083,7.9002,8.0182,8.0147,7.9738,8.1026,8.218,8.0135,7.9594,8.3496,8.4661,8.1634
0,4.4053,4.676,5.4996,6.0126,6.6206,6.7832,7.1618,7.2882,7.2349,7.3733,7.5105,7.504,7.4068,7.4845,7.6383,7.5803,7.6009,7.7638,7.9525,7.7755
0,5.5306,6.0427,6.8506,7.3922,7.9299,8.1811,8.266,8.2902,8.3843,8.4942,8.5113,8.5042,8.5729,8.6012,8.5634,8.4973,8.4254,8.7004,8.8219,8.5337
0,4.9177,5.8506,6.2626,6.8009,6.6494,6.9032,7.2581,7.3758,7.4209,7.4171,7.4117,7.5339,7.7263,7.9278,7.9494,7.8731,8.0566,8.4205,8.3901,7.7541
0,5.096,5.9067,6.4505,7.0456,6.7679,6.8738,7.06,7.1815,7.1136,7.0458,7.073,7.2211,7.6544,8.083,8.1806,8.251,8.2554,8.0993,8.0638,7.6729
0,4.1977,5.0596,5.5446,6.1988,5.9863,6.1711,6.454,6.6118,6.5759,6.5974,6.5806,6.6951,7.0135,7.2342,7.2865,7.394,7.4556,7.8375,7.8741,7.2856
0,3.9108,4.618,5.1973,5.685,5.519,5.7093,6.2074,6.4176,6.3924,6.6084,6.6607,6.6698,6.9362,7.181,7.1721,7.1746,7.213,7.4101,7.718,7.2398
0,5.2167,6.0283,6.6631,7.4303,6.9957,7.06,7.3216,7.4901,7.489,7.5106,7.5249,7.6594,7.7237,7.7241,7.5703,7.7595,7.874,7.9979,8.0195,7.5659
0,4.9441,5.8192,6.5205,6.4586,6.4816,6.4445,6.8639,6.9123,6.8067,7.0362,6.9225,7.0569,7.3638,7.4411,7.2585,7.3702,7.7981,8.2333,8.1734,7.5626
0,4.9261,5.6018,6.2453,6.9149,6.6956,6.7768,6.577,6.5283,6.5634,6.7059,6.7496,6.8388,7.1737,7.5088,7.7621,7.8301,8.017,8.4556,8.3751,7.737
0,3.936,4.5211,5.1448,5.4163,5.4449,5.4849,5.9632,6.2014,6.2074,6.2639,6.3806,6.3642,6.7032,7.0993,7.3993,7.4153,7.4351,7.6708,7.9643,7.4339
0,2.8914,3.6841,4.1302,4.7314,4.5567,4.5295,4.8055,4.9247,5.0727,5.0729,5.2167,5.4562,5.8167,6.0271,6.0923,6.3148,6.4825,6.5341,6.6554,6.7016
0,4.583,5.5684,6.1368,6.3827,6.4627,6.4382,6.5963,6.6135,6.6236,6.5545,6.5407,6.636,6.9544,7.4476,7.662,7.6006,7.7834,8.2096,7.9897,7.3885
0,4.2648,5.2476,5.7335,6.1873,6.1077,6.2476,6.4694,6.7953,6.7313,6.7747,6.8136,6.9909,7.0585,7.1355,7.2267,7.3499,7.4947,7.8207,7.8774,7.2957
0,4.2146,4.9167,5.458,6.077,5.8271,5.9599,6.2516,6.3838,6.3027,6.4791,6.6276,6.7025,6.9499,7.2728,7.4175,7.5723,7.5639,7.7756,7.7505,7.3245
0,4.5813,5.3589,6.1741,5.9625,6.199,6.0189,6.4539,6.2855,6.2803,6.1692,6.2184,6.4621,6.701,6.6998,6.7343,6.9347,7.4375,7.7539,7.9291,7.7853
0,5.4863,5.8914,6.8057,6.737,7.1287,7.3098,7.4894,7.6227,7.63,7.7896,7.955,8.1009,8.3985,8.6121,8.65,8.673,8.9116,9.1031,9.0949,8.8041
0,5.8733,6.578,7.3313,7.4214,8.2301,8.2468,8.3257,8.1524,8.0888,8.1041,8.222,8.3617,8.503,8.7026,8.8131,8.8706,9.1505,9.0484,8.6912,8.5541
0,5.8645,6.8161,7.2787,7.6777,7.8836,7.9192,7.8805,7.8293,7.7257,7.7704,7.8647,8.0346,8.2334,8.4138,8.4666,8.5516,8.7152,8.8481,8.6021,8.3773
0,5.3032,5.9475,6.6269,6.7164,7.0886,7.1923,7.1831,7.1312,7.2516,7.3902,7.2714,7.3671,7.5829,7.8625,8.1194,8.3828,8.6807,8.5521,8.4064,8.3215
0,5.7999,6.7768,7.2754,7.6788,7.9178,8.1695,8.1182,7.9544,7.823,7.7966,7.8512,7.9765,8.1985,8.3221,8.3292,8.4331,8.6373,8.6632,8.4189,8.2722
0,5.5581,6.2417,6.8084,7.0474,7.4357,7.4442,7.4614,7.3455,7.2824,7.4291,7.5386,7.7253,8.1831,8.6054,8.7391,8.8374,9.0439,9.1804,9.1517,8.8025
0,5.3451,5.8897,6.4079,6.792,7.1601,7.4887,7.4975,7.5591,7.5641,7.6432,7.816,8.0915,8.1637,8.1981,8.2793,8.3398,8.6413,8.6466,8.5039,8.4188
0,5.6409,6.5506,7.0249,7.6202,7.7223,8.1256,8.0144,7.9253,7.8445,7.9278,8.0006,8.0974,8.3084,8.4433,8.5495,8.7479,9.1074,9.0283,8.7254,8.529
0,5.6085,6.3689,7.0021,7.2856,7.615,7.7157,7.7923,7.7294,7.6595,7.6918,7.7134,7.954,8.2193,8.4999,8.6379,8.8875,9.1936,9.1123,8.7782,8.5913
0,6.1134,6.9307,7.3056,8.1641,8.182,8.4323,8.581,8.6977,8.731,8.6947,8.6294,8.7125,8.8701,8.8684,8.7585,8.9104,9.3131,9.2857,8.9008,8.7016
0,5.1289,5.7946,6.3085,6.6651,6.8459,7.1605,7.3325,7.355,7.3882,7.5338,7.6576,7.8332,8.0135,8.0737,8.0855,8.3081,8.6794,8.6505,8.5168,8.4292
0,5.4627,6.1162,6.5955,7.1139,7.3255,7.6689,7.6167,7.5939,7.6903,7.9774,8.0464,8.0103,8.2274,8.5206,8.6355,8.8149,9.2596,9.3454,9.1044,8.9506
